Country,League,Season,Date,Time,Home,Away,HG,AG,Res,PH,PD,PA,MaxH,MaxD,MaxA,AvgH,AvgD,AvgA,P>2.5,P<2.5,Avg>2.5,Avg<2.5
Norway,Eliteserien,2025,23/04/2025,18:00,Rosenborg,Bodo/Glimt,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,24/04/2025,18:00,Rosenborg,Molde,5,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,25/04/2025,18:00,Rosenborg,Brann,2,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,26/04/2025,18:00,Rosenborg,Viking,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,27/04/2025,18:00,Rosenborg,Lillestrom,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,28/04/2025,18:00,Rosenborg,Valerenga,4,3,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,29/04/2025,18:00,Rosenborg,Sarpsborg 08,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,30/04/2025,18:00,Rosenborg,Hamkam,5,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,01/05/2025,18:00,Rosenborg,Kristiansund,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,02/05/2025,18:00,Rosenborg,Sandefjord,0,4,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,03/05/2025,18:00,Rosenborg,KFUM Oslo,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,04/05/2025,18:00,Brann,Bodo/Glimt,0,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,05/05/2025,18:00,Brann,Molde,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,06/05/2025,18:00,Brann,Rosenborg,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,07/05/2025,18:00,Brann,Viking,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,08/05/2025,18:00,Brann,Lillestrom,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,09/05/2025,18:00,Brann,Valerenga,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,10/05/2025,18:00,Brann,Sarpsborg 08,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,11/05/2025,18:00,Brann,Hamkam,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,12/05/2025,18:00,Brann,Kristiansund,3,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,13/05/2025,18:00,Brann,Sandefjord,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,14/05/2025,18:00,Brann,KFUM Oslo,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,15/05/2025,18:00,Viking,Bodo/Glimt,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,16/05/2025,18:00,Viking,Molde,0,5,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,17/05/2025,18:00,Viking,Rosenborg,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,18/05/2025,18:00,Viking,Brann,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,19/05/2025,18:00,Viking,Lillestrom,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,20/05/2025,18:00,Viking,Valerenga,0,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,21/05/2025,18:00,Viking,Sarpsborg 08,4,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,22/05/2025,18:00,Viking,Hamkam,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,23/05/2025,18:00,Viking,Kristiansund,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,24/05/2025,18:00,Viking,Sandefjord,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,25/05/2025,18:00,Viking,KFUM Oslo,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,26/05/2025,18:00,Lillestrom,Bodo/Glimt,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,27/05/2025,18:00,Lillestrom,Molde,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,28/05/2025,18:00,Lillestrom,Rosenborg,1,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,29/05/2025,18:00,Lillestrom,Brann,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,30/05/2025,18:00,Lillestrom,Viking,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,31/05/2025,18:00,Lillestrom,Valerenga,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,01/06/2025,18:00,Lillestrom,Sarpsborg 08,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,02/06/2025,18:00,Lillestrom,Hamkam,3,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,03/06/2025,18:00,Lillestrom,Kristiansund,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,04/06/2025,18:00,Lillestrom,Sandefjord,1,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,05/06/2025,18:00,Lillestrom,KFUM Oslo,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,06/06/2025,18:00,Valerenga,Bodo/Glimt,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,07/06/2025,18:00,Valerenga,Molde,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,08/06/2025,18:00,Valerenga,Rosenborg,1,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,09/06/2025,18:00,Valerenga,Brann,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,10/06/2025,18:00,Valerenga,Viking,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,11/06/2025,18:00,Valerenga,Lillestrom,5,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,12/06/2025,18:00,Valerenga,Sarpsborg 08,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,13/06/2025,18:00,Valerenga,Hamkam,3,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,14/06/2025,18:00,Valerenga,Kristiansund,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,15/06/2025,18:00,Valerenga,Sandefjord,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,16/06/2025,18:00,Valerenga,KFUM Oslo,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,17/06/2025,18:00,Sarpsborg 08,Bodo/Glimt,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,18/06/2025,18:00,Sarpsborg 08,Molde,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,19/06/2025,18:00,Sarpsborg 08,Rosenborg,1,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,20/06/2025,18:00,Sarpsborg 08,Brann,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,21/06/2025,18:00,Sarpsborg 08,Viking,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,22/06/2025,18:00,Sarpsborg 08,Lillestrom,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,23/06/2025,18:00,Sarpsborg 08,Valerenga,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,24/06/2025,18:00,Sarpsborg 08,Hamkam,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,25/06/2025,18:00,Sarpsborg 08,Kristiansund,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,26/06/2025,18:00,Sarpsborg 08,Sandefjord,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,27/06/2025,18:00,Sarpsborg 08,KFUM Oslo,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,28/06/2025,18:00,Hamkam,Bodo/Glimt,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,29/06/2025,18:00,Hamkam,Molde,0,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,30/06/2025,18:00,Hamkam,Rosenborg,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,01/07/2025,18:00,Hamkam,Brann,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,02/07/2025,18:00,Hamkam,Viking,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,03/07/2025,18:00,Hamkam,Lillestrom,4,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,04/07/2025,18:00,Hamkam,Valerenga,6,3,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,05/07/2025,18:00,Hamkam,Sarpsborg 08,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,06/07/2025,18:00,Hamkam,Kristiansund,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,07/07/2025,18:00,Hamkam,Sandefjord,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,08/07/2025,18:00,Hamkam,KFUM Oslo,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,09/07/2025,18:00,Kristiansund,Bodo/Glimt,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,10/07/2025,18:00,Kristiansund,Molde,1,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,11/07/2025,18:00,Kristiansund,Rosenborg,0,6,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,12/07/2025,18:00,Kristiansund,Brann,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,13/07/2025,18:00,Kristiansund,Viking,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,14/07/2025,18:00,Kristiansund,Lillestrom,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,15/07/2025,18:00,Kristiansund,Valerenga,0,7,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,16/07/2025,18:00,Kristiansund,Sarpsborg 08,0,4,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,17/07/2025,18:00,Kristiansund,Hamkam,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,18/07/2025,18:00,Kristiansund,Sandefjord,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,19/07/2025,18:00,Kristiansund,KFUM Oslo,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,20/07/2025,18:00,Sandefjord,Bodo/Glimt,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,21/07/2025,18:00,Sandefjord,Molde,3,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,22/07/2025,18:00,Sandefjord,Rosenborg,0,4,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,23/07/2025,18:00,Sandefjord,Brann,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,24/07/2025,18:00,Sandefjord,Viking,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,25/07/2025,18:00,Sandefjord,Lillestrom,3,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,26/07/2025,18:00,Sandefjord,Valerenga,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,27/07/2025,18:00,Sandefjord,Sarpsborg 08,4,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,28/07/2025,18:00,Sandefjord,Hamkam,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,29/07/2025,18:00,Sandefjord,Kristiansund,3,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,30/07/2025,18:00,Sandefjord,KFUM Oslo,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,31/07/2025,18:00,KFUM Oslo,Bodo/Glimt,4,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,01/08/2025,18:00,KFUM Oslo,Molde,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,02/08/2025,18:00,KFUM Oslo,Rosenborg,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,03/08/2025,18:00,KFUM Oslo,Brann,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,04/08/2025,18:00,KFUM Oslo,Viking,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,05/08/2025,18:00,KFUM Oslo,Lillestrom,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,06/08/2025,18:00,KFUM Oslo,Valerenga,1,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,07/08/2025,18:00,KFUM Oslo,Sarpsborg 08,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,08/08/2025,18:00,KFUM Oslo,Hamkam,3,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,09/08/2025,18:00,KFUM Oslo,Kristiansund,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,10/08/2025,18:00,KFUM Oslo,Sandefjord,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,11/08/2025,18:00,Bodo/Glimt,Molde,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,12/08/2025,18:00,Bodo/Glimt,Rosenborg,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,13/08/2025,18:00,Bodo/Glimt,Brann,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,14/08/2025,18:00,Bodo/Glimt,Viking,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,15/08/2025,18:00,Bodo/Glimt,Lillestrom,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,16/08/2025,18:00,Bodo/Glimt,Valerenga,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,17/08/2025,18:00,Bodo/Glimt,Sarpsborg 08,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,18/08/2025,18:00,Bodo/Glimt,Hamkam,1,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,19/08/2025,18:00,Bodo/Glimt,Kristiansund,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,20/08/2025,18:00,Bodo/Glimt,Sandefjord,0,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,21/08/2025,18:00,Bodo/Glimt,KFUM Oslo,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,22/08/2025,18:00,Molde,Bodo/Glimt,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,23/08/2025,18:00,Molde,Rosenborg,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,24/08/2025,18:00,Molde,Brann,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,25/08/2025,18:00,Molde,Viking,1,1,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,26/08/2025,18:00,Molde,Lillestrom,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,27/08/2025,18:00,Molde,Valerenga,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,28/08/2025,18:00,Molde,Sarpsborg 08,4,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,29/08/2025,18:00,Molde,Hamkam,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,30/08/2025,18:00,Molde,Kristiansund,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,31/08/2025,18:00,Molde,Sandefjord,3,2,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,01/09/2025,18:00,Molde,KFUM Oslo,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,02/09/2025,18:00,Rosenborg,Bodo/Glimt,2,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,03/09/2025,18:00,Rosenborg,Molde,1,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,04/09/2025,18:00,Rosenborg,Brann,0,0,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,05/09/2025,18:00,Rosenborg,Viking,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,06/09/2025,18:00,Rosenborg,Lillestrom,2,2,D,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,07/09/2025,18:00,Rosenborg,Valerenga,1,3,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,08/09/2025,18:00,Rosenborg,Sarpsborg 08,1,2,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,09/09/2025,18:00,Rosenborg,Hamkam,0,1,A,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,10/09/2025,18:00,Rosenborg,Kristiansund,3,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,11/09/2025,18:00,Rosenborg,Sandefjord,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,12/09/2025,18:00,Rosenborg,KFUM Oslo,3,1,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
Norway,Eliteserien,2025,13/09/2025,18:00,Brann,Bodo/Glimt,2,0,H,2.05,3.5,3.4,2.15,3.6,3.55,2.0,3.45,3.35,1.85,1.95,1.8,1.9
